Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,31 Dec 2018,10913.2,10923.55,10853.2,10862.55,NIFTY 50
NIFTY 50,28 Dec 2018,10820.95,10893.6,10817.15,10859.9,NIFTY 50
NIFTY 50,27 Dec 2018,10817.9,10834.2,10764.45,10779.8,NIFTY 50
NIFTY 50,26 Dec 2018,10635.45,10747.5,10534.55,10729.85,NIFTY 50
NIFTY 50,24 Dec 2018,10780.9,10782.3,10649.25,10663.5,NIFTY 50
NIFTY 50,21 Dec 2018,10944.25,10963.65,10738.65,10754.0,NIFTY 50
NIFTY 50,20 Dec 2018,10885.2,10962.55,10880.05,10951.7,NIFTY 50
NIFTY 50,19 Dec 2018,10930.55,10985.15,10928.0,10967.3,NIFTY 50
NIFTY 50,18 Dec 2018,10850.9,10915.4,10819.1,10908.7,NIFTY 50
NIFTY 50,17 Dec 2018,10853.2,10900.35,10844.85,10888.35,NIFTY 50
NIFTY 50,14 Dec 2018,10784.5,10815.75,10752.1,10805.45,NIFTY 50
NIFTY 50,13 Dec 2018,10810.75,10838.6,10749.5,10791.55,NIFTY 50
NIFTY 50,12 Dec 2018,10591.0,10752.2,10560.8,10737.6,NIFTY 50
NIFTY 50,11 Dec 2018,10350.05,10567.15,10333.85,10549.15,NIFTY 50
NIFTY 50,10 Dec 2018,10508.7,10558.85,10474.95,10488.45,NIFTY 50
NIFTY 50,07 Dec 2018,10644.8,10704.55,10599.35,10693.7,NIFTY 50
NIFTY 50,06 Dec 2018,10718.15,10722.65,10588.25,10601.15,NIFTY 50
NIFTY 50,05 Dec 2018,10820.45,10821.05,10747.95,10782.9,NIFTY 50
NIFTY 50,04 Dec 2018,10877.1,10890.95,10833.35,10869.5,NIFTY 50
NIFTY 50,03 Dec 2018,10930.7,10941.2,10845.35,10883.75,NIFTY 50
NIFTY 50,30 Nov 2018,10892.1,10922.45,10835.1,10876.75,NIFTY 50
NIFTY 50,29 Nov 2018,10808.7,10883.05,10782.35,10858.7,NIFTY 50
NIFTY 50,28 Nov 2018,10708.75,10757.8,10699.85,10728.85,NIFTY 50
NIFTY 50,27 Nov 2018,10621.45,10695.15,10596.35,10685.6,NIFTY 50
NIFTY 50,26 Nov 2018,10568.3,10637.8,10489.75,10628.6,NIFTY 50
NIFTY 50,22 Nov 2018,10612.65,10646.25,10512.0,10526.75,NIFTY 50
NIFTY 50,21 Nov 2018,10670.95,10671.3,10562.35,10600.05,NIFTY 50
NIFTY 50,20 Nov 2018,10740.1,10740.85,10640.85,10656.2,NIFTY 50
NIFTY 50,19 Nov 2018,10731.25,10774.7,10688.8,10763.4,NIFTY 50
NIFTY 50,16 Nov 2018,10644.0,10695.15,10631.15,10682.2,NIFTY 50
NIFTY 50,15 Nov 2018,10580.6,10646.5,10557.5,10616.7,NIFTY 50
NIFTY 50,14 Nov 2018,10634.9,10651.6,10532.7,10576.3,NIFTY 50
NIFTY 50,13 Nov 2018,10451.9,10596.25,10440.55,10582.5,NIFTY 50
NIFTY 50,12 Nov 2018,10607.8,10645.5,10464.05,10482.2,NIFTY 50
NIFTY 50,09 Nov 2018,10614.7,10619.55,10544.85,10585.2,NIFTY 50
NIFTY 50,07 Nov 2018,10614.45,10616.45,10582.3,10598.4,NIFTY 50
NIFTY 50,06 Nov 2018,10552.0,10600.25,10491.45,10530.0,NIFTY 50
