Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,31 Dec 2015,7897.8,7955.55,7891.15,7946.35,NIFTY 50
NIFTY 50,30 Dec 2015,7938.6,7944.75,7889.85,7896.25,NIFTY 50
NIFTY 50,29 Dec 2015,7929.2,7942.15,7902.75,7928.95,NIFTY 50
NIFTY 50,28 Dec 2015,7863.2,7937.2,7863.0,7925.15,NIFTY 50
NIFTY 50,24 Dec 2015,7888.75,7888.75,7835.5,7861.05,NIFTY 50
NIFTY 50,23 Dec 2015,7830.45,7871.45,7826.1,7865.95,NIFTY 50
NIFTY 50,22 Dec 2015,7829.4,7846.3,7776.85,7786.1,NIFTY 50
NIFTY 50,21 Dec 2015,7745.65,7840.75,7733.45,7834.45,NIFTY 50
NIFTY 50,18 Dec 2015,7828.9,7836.15,7753.35,7761.95,NIFTY 50
NIFTY 50,17 Dec 2015,7783.05,7852.9,7737.55,7844.35,NIFTY 50
NIFTY 50,16 Dec 2015,7725.25,7776.6,7715.75,7750.9,NIFTY 50
NIFTY 50,15 Dec 2015,7659.15,7705.0,7625.1,7700.9,NIFTY 50
NIFTY 50,14 Dec 2015,7558.2,7663.95,7551.05,7650.05,NIFTY 50
NIFTY 50,11 Dec 2015,7699.6,7703.05,7575.3,7610.45,NIFTY 50
NIFTY 50,10 Dec 2015,7643.3,7691.95,7610.0,7683.3,NIFTY 50
NIFTY 50,09 Dec 2015,7695.5,7702.85,7606.9,7612.5,NIFTY 50
NIFTY 50,08 Dec 2015,7738.5,7771.25,7685.45,7701.7,NIFTY 50
NIFTY 50,07 Dec 2015,7816.55,7825.4,7746.05,7765.4,NIFTY 50
NIFTY 50,04 Dec 2015,7817.6,7821.4,7775.7,7781.9,NIFTY 50
NIFTY 50,03 Dec 2015,7902.3,7912.3,7853.3,7864.15,NIFTY 50
NIFTY 50,02 Dec 2015,7976.7,7979.3,7910.8,7931.35,NIFTY 50
NIFTY 50,01 Dec 2015,7958.15,7972.15,7934.15,7954.9,NIFTY 50
NIFTY 50,30 Nov 2015,7936.25,7966.0,7922.8,7935.25,NIFTY 50
NIFTY 50,27 Nov 2015,7910.6,7959.3,7879.45,7942.7,NIFTY 50
NIFTY 50,26 Nov 2015,7837.15,7897.1,7832.0,7883.8,NIFTY 50
NIFTY 50,24 Nov 2015,7837.0,7870.35,7812.65,7831.6,NIFTY 50
