"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP SELECT","29 Dec 2023","10398.65","10406.80","10339.10","10397.55"
"NIFTY MIDCAP SELECT","28 Dec 2023","10328.00","10396.60","10302.10","10380.00"
"NIFTY MIDCAP SELECT","27 Dec 2023","10320.35","10368.60","10254.95","10296.40"
"NIFTY MIDCAP SELECT","26 Dec 2023","10282.45","10331.65","10236.70","10287.20"
"NIFTY MIDCAP SELECT","22 Dec 2023","10216.85","10272.25","10163.10","10252.35"
"NIFTY MIDCAP SELECT","21 Dec 2023","9930.35","10185.20","9872.65","10169.50"
"NIFTY MIDCAP SELECT","20 Dec 2023","10327.65","10405.70","9976.10","10020.60"
"NIFTY MIDCAP SELECT","19 Dec 2023","10324.85","10330.25","10202.95","10269.70"
"NIFTY MIDCAP SELECT","18 Dec 2023","10316.95","10335.40","10248.80","10296.20"
"NIFTY MIDCAP SELECT","15 Dec 2023","10292.90","10328.40","10257.80","10307.20"
"NIFTY MIDCAP SELECT","14 Dec 2023","10161.40","10283.55","10160.85","10261.25"
"NIFTY MIDCAP SELECT","13 Dec 2023","10012.70","10102.60","9972.55","10092.20"
"NIFTY MIDCAP SELECT","12 Dec 2023","10041.85","10070.65","9916.45","9978.50"
"NIFTY MIDCAP SELECT","11 Dec 2023","10002.30","10030.70","9973.05","10016.55"
"NIFTY MIDCAP SELECT","08 Dec 2023","10013.65","10031.05","9895.00","9974.75"
"NIFTY MIDCAP SELECT","07 Dec 2023","9933.55","9989.80","9872.55","9974.90"
"NIFTY MIDCAP SELECT","06 Dec 2023","9970.80","9988.20","9892.35","9927.90"
"NIFTY MIDCAP SELECT","05 Dec 2023","9917.85","9960.00","9798.80","9921.35"
"NIFTY MIDCAP SELECT","04 Dec 2023","9916.45","9924.50","9842.15","9884.05"
"NIFTY MIDCAP SELECT","01 Dec 2023","9738.80","9786.15","9724.40","9767.60"
"NIFTY MIDCAP SELECT","30 Nov 2023","9636.45","9709.60","9601.10","9684.00"
"NIFTY MIDCAP SELECT","29 Nov 2023","9581.95","9638.50","9579.35","9624.45"
"NIFTY MIDCAP SELECT","28 Nov 2023","9525.35","9558.45","9496.45","9549.00"
"NIFTY MIDCAP SELECT","24 Nov 2023","9514.85","9521.40","9473.05","9495.25"
"NIFTY MIDCAP SELECT","23 Nov 2023","9516.30","9533.60","9495.90","9505.45"
"NIFTY MIDCAP SELECT","22 Nov 2023","9497.70","9523.25","9437.55","9492.20"
"NIFTY MIDCAP SELECT","21 Nov 2023","9499.90","9520.45","9469.75","9479.50"
"NIFTY MIDCAP SELECT","20 Nov 2023","9475.25","9498.35","9440.90","9463.60"
"NIFTY MIDCAP SELECT","17 Nov 2023","9437.95","9494.45","9424.90","9457.40"
"NIFTY MIDCAP SELECT","16 Nov 2023","9350.50","9477.55","9340.30","9452.95"
"NIFTY MIDCAP SELECT","15 Nov 2023","9323.55","9351.05","9298.60","9347.10"
"NIFTY MIDCAP SELECT","13 Nov 2023","9246.75","9260.50","9195.10","9245.45"
"NIFTY MIDCAP SELECT","12 Nov 2023","9265.40","9272.70","9242.65","9250.35"
"NIFTY MIDCAP SELECT","10 Nov 2023","9118.45","9207.60","9074.45","9197.25"
"NIFTY MIDCAP SELECT","09 Nov 2023","9097.65","9158.65","9084.20","9123.25"
"NIFTY MIDCAP SELECT","08 Nov 2023","9033.85","9084.15","9026.05","9074.65"
"NIFTY MIDCAP SELECT","07 Nov 2023","8981.85","8991.55","8923.80","8984.60"
