Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,30 Dec 2016,8119.65,8197.0,8114.75,8185.8,NIFTY 50
NIFTY 50,29 Dec 2016,8030.6,8111.1,8020.8,8103.6,NIFTY 50
NIFTY 50,28 Dec 2016,8047.55,8100.55,8028.4,8034.85,NIFTY 50
NIFTY 50,27 Dec 2016,7915.05,8044.65,7903.7,8032.85,NIFTY 50
NIFTY 50,26 Dec 2016,7965.1,7970.05,7893.8,7908.25,NIFTY 50
NIFTY 50,23 Dec 2016,7972.5,8022.6,7942.05,7985.75,NIFTY 50
NIFTY 50,22 Dec 2016,8043.85,8046.45,7964.95,7979.1,NIFTY 50
NIFTY 50,21 Dec 2016,8105.85,8112.55,8053.25,8061.3,NIFTY 50
NIFTY 50,20 Dec 2016,8110.6,8124.1,8062.75,8082.4,NIFTY 50
NIFTY 50,19 Dec 2016,8126.0,8132.5,8094.85,8104.35,NIFTY 50
NIFTY 50,16 Dec 2016,8178.2,8178.7,8127.45,8139.45,NIFTY 50
NIFTY 50,15 Dec 2016,8128.4,8225.9,8121.95,8153.6,NIFTY 50
NIFTY 50,14 Dec 2016,8229.35,8229.4,8165.1,8182.45,NIFTY 50
NIFTY 50,13 Dec 2016,8196.15,8228.85,8155.8,8221.8,NIFTY 50
NIFTY 50,12 Dec 2016,8230.65,8230.65,8154.45,8170.8,NIFTY 50
NIFTY 50,09 Dec 2016,8271.7,8274.95,8241.95,8261.75,NIFTY 50
NIFTY 50,08 Dec 2016,8152.1,8256.25,8151.75,8246.85,NIFTY 50
NIFTY 50,07 Dec 2016,8168.4,8190.45,8077.5,8102.05,NIFTY 50
NIFTY 50,06 Dec 2016,8153.15,8178.7,8130.85,8143.15,NIFTY 50
NIFTY 50,05 Dec 2016,8088.75,8141.9,8056.85,8128.75,NIFTY 50
NIFTY 50,02 Dec 2016,8153.55,8159.3,8070.05,8086.8,NIFTY 50
NIFTY 50,01 Dec 2016,8244.0,8250.8,8185.05,8192.9,NIFTY 50
NIFTY 50,30 Nov 2016,8172.15,8234.25,8139.25,8224.5,NIFTY 50
NIFTY 50,29 Nov 2016,8131.55,8197.35,8128.7,8142.15,NIFTY 50
NIFTY 50,28 Nov 2016,8080.65,8146.5,8066.5,8126.9,NIFTY 50
NIFTY 50,25 Nov 2016,8007.95,8122.25,7976.75,8114.3,NIFTY 50
NIFTY 50,24 Nov 2016,8011.8,8024.85,7952.55,7965.5,NIFTY 50
NIFTY 50,23 Nov 2016,8051.2,8055.2,7973.1,8033.3,NIFTY 50
NIFTY 50,22 Nov 2016,7989.15,8019.05,7938.15,8002.3,NIFTY 50
NIFTY 50,21 Nov 2016,8102.1,8102.45,7916.4,7929.1,NIFTY 50
NIFTY 50,18 Nov 2016,8097.55,8128.95,8048.3,8074.1,NIFTY 50
NIFTY 50,17 Nov 2016,8105.1,8151.25,8060.3,8079.95,NIFTY 50
NIFTY 50,16 Nov 2016,8205.65,8210.05,8089.4,8111.6,NIFTY 50
NIFTY 50,15 Nov 2016,8284.85,8288.55,8093.2,8108.45,NIFTY 50
NIFTY 50,11 Nov 2016,8456.65,8460.6,8284.95,8296.3,NIFTY 50
NIFTY 50,10 Nov 2016,8555.6,8598.45,8510.7,8525.75,NIFTY 50
NIFTY 50,09 Nov 2016,8067.5,8476.2,8002.25,8432.0,NIFTY 50
NIFTY 50,08 Nov 2016,8540.0,8559.4,8480.1,8543.55,NIFTY 50
NIFTY 50,07 Nov 2016,8535.75,8535.85,8481.45,8497.05,NIFTY 50
NIFTY 50,04 Nov 2016,8503.6,8504.0,8400.25,8433.75,NIFTY 50
NIFTY 50,03 Nov 2016,8499.85,8537.65,8476.15,8484.95,NIFTY 50
NIFTY 50,02 Nov 2016,8542.8,8549.5,8504.85,8514.0,NIFTY 50
NIFTY 50,01 Nov 2016,8653.15,8669.6,8614.5,8626.25,NIFTY 50
NIFTY 50,30 Oct 2016,8672.35,8678.25,8616.25,8625.7,NIFTY 50
NIFTY 50,28 Oct 2016,8625.0,8653.75,8581.75,8638.0,NIFTY 50
NIFTY 50,27 Oct 2016,8607.1,8624.85,8550.25,8615.25,NIFTY 50
NIFTY 50,26 Oct 2016,8657.3,8657.3,8596.6,8615.25,NIFTY 50
