Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,31 Dec 2025,25971.05,26187.95,25969.0,26129.6,NIFTY 50
NIFTY 50,30 Dec 2025,25940.9,25976.75,25878.0,25938.85,NIFTY 50
NIFTY 50,29 Dec 2025,26063.35,26106.8,25920.3,25942.1,NIFTY 50
NIFTY 50,26 Dec 2025,26121.25,26144.2,26008.6,26042.3,NIFTY 50
NIFTY 50,24 Dec 2025,26170.65,26236.4,26123.0,26142.1,NIFTY 50
NIFTY 50,23 Dec 2025,26205.2,26233.55,26119.05,26177.15,NIFTY 50
NIFTY 50,22 Dec 2025,26055.85,26180.7,26047.8,26172.4,NIFTY 50
NIFTY 50,19 Dec 2025,25911.5,25993.35,25880.45,25966.4,NIFTY 50
NIFTY 50,18 Dec 2025,25764.7,25902.35,25726.3,25815.55,NIFTY 50
NIFTY 50,17 Dec 2025,25902.4,25929.15,25770.35,25818.55,NIFTY 50
NIFTY 50,16 Dec 2025,25951.5,25980.75,25834.35,25860.1,NIFTY 50
NIFTY 50,15 Dec 2025,25930.05,26047.15,25904.75,26027.3,NIFTY 50
NIFTY 50,12 Dec 2025,25971.2,26057.6,25938.45,26046.95,NIFTY 50
NIFTY 50,11 Dec 2025,25771.4,25922.8,25693.25,25898.55,NIFTY 50
NIFTY 50,10 Dec 2025,25864.05,25947.65,25734.55,25758.0,NIFTY 50
NIFTY 50,09 Dec 2025,25867.1,25923.65,25728.0,25839.65,NIFTY 50
NIFTY 50,08 Dec 2025,26159.8,26178.7,25892.25,25960.55,NIFTY 50
NIFTY 50,05 Dec 2025,25999.8,26202.6,25985.35,26186.45,NIFTY 50
NIFTY 50,04 Dec 2025,25981.85,26098.25,25938.95,26033.75,NIFTY 50
NIFTY 50,03 Dec 2025,26004.9,26066.45,25891.0,25986.0,NIFTY 50
NIFTY 50,02 Dec 2025,26087.95,26154.6,25997.85,26032.2,NIFTY 50
NIFTY 50,01 Dec 2025,26325.8,26325.8,26124.2,26175.75,NIFTY 50
NIFTY 50,28 Nov 2025,26237.45,26280.75,26172.4,26202.95,NIFTY 50
