Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,30 Dec 2022,18259.1,18265.25,18080.3,18105.3,NIFTY 50
NIFTY 50,29 Dec 2022,18045.7,18229.7,17992.8,18191.0,NIFTY 50
NIFTY 50,28 Dec 2022,18084.75,18173.1,18068.35,18122.5,NIFTY 50
NIFTY 50,27 Dec 2022,18089.8,18149.25,17967.45,18132.3,NIFTY 50
NIFTY 50,26 Dec 2022,17830.4,18084.1,17774.25,18014.6,NIFTY 50
NIFTY 50,23 Dec 2022,17977.65,18050.45,17779.5,17806.8,NIFTY 50
NIFTY 50,22 Dec 2022,18288.8,18318.75,18068.6,18127.35,NIFTY 50
NIFTY 50,21 Dec 2022,18435.15,18473.35,18162.75,18199.1,NIFTY 50
NIFTY 50,20 Dec 2022,18340.3,18404.9,18202.65,18385.3,NIFTY 50
NIFTY 50,19 Dec 2022,18288.1,18431.65,18244.55,18420.45,NIFTY 50
NIFTY 50,16 Dec 2022,18319.1,18440.95,18255.15,18269.0,NIFTY 50
NIFTY 50,15 Dec 2022,18614.4,18652.9,18387.7,18414.9,NIFTY 50
NIFTY 50,14 Dec 2022,18671.25,18696.1,18632.9,18660.3,NIFTY 50
NIFTY 50,13 Dec 2022,18524.4,18617.25,18490.2,18608.0,NIFTY 50
NIFTY 50,12 Dec 2022,18402.15,18521.55,18345.7,18497.15,NIFTY 50
NIFTY 50,09 Dec 2022,18662.4,18664.7,18410.1,18496.6,NIFTY 50
NIFTY 50,08 Dec 2022,18570.85,18625.0,18536.95,18609.35,NIFTY 50
NIFTY 50,07 Dec 2022,18638.85,18668.3,18528.4,18560.5,NIFTY 50
NIFTY 50,06 Dec 2022,18600.65,18654.9,18577.9,18642.75,NIFTY 50
NIFTY 50,05 Dec 2022,18719.55,18728.6,18591.35,18701.05,NIFTY 50
NIFTY 50,02 Dec 2022,18752.4,18781.95,18639.2,18696.1,NIFTY 50
NIFTY 50,01 Dec 2022,18871.95,18887.6,18778.2,18812.5,NIFTY 50
NIFTY 50,30 Nov 2022,18625.7,18816.05,18616.55,18758.35,NIFTY 50
NIFTY 50,29 Nov 2022,18552.45,18678.1,18552.15,18618.05,NIFTY 50
NIFTY 50,28 Nov 2022,18430.55,18614.25,18365.6,18562.75,NIFTY 50
NIFTY 50,25 Nov 2022,18528.45,18534.9,18445.1,18512.75,NIFTY 50
NIFTY 50,24 Nov 2022,18326.1,18529.7,18294.25,18484.1,NIFTY 50
NIFTY 50,23 Nov 2022,18325.2,18325.4,18246.0,18267.25,NIFTY 50
NIFTY 50,22 Nov 2022,18179.15,18261.85,18137.7,18244.2,NIFTY 50
NIFTY 50,21 Nov 2022,18246.4,18262.3,18133.35,18159.95,NIFTY 50
NIFTY 50,18 Nov 2022,18382.95,18394.6,18209.8,18307.65,NIFTY 50
NIFTY 50,17 Nov 2022,18358.7,18417.6,18312.95,18343.9,NIFTY 50
NIFTY 50,16 Nov 2022,18398.25,18442.15,18344.15,18409.65,NIFTY 50
NIFTY 50,15 Nov 2022,18362.75,18427.95,18282.0,18403.4,NIFTY 50
NIFTY 50,14 Nov 2022,18376.4,18399.45,18311.4,18329.15,NIFTY 50
NIFTY 50,11 Nov 2022,18272.35,18362.3,18259.35,18349.7,NIFTY 50
NIFTY 50,10 Nov 2022,18044.35,18103.1,17969.4,18028.2,NIFTY 50
NIFTY 50,09 Nov 2022,18288.25,18296.4,18117.5,18157.0,NIFTY 50
NIFTY 50,07 Nov 2022,18211.75,18255.5,18064.75,18202.8,NIFTY 50
NIFTY 50,04 Nov 2022,18053.4,18135.1,18017.15,18117.15,NIFTY 50
NIFTY 50,03 Nov 2022,17968.35,18106.3,17959.2,18052.7,NIFTY 50
NIFTY 50,02 Nov 2022,18177.9,18178.75,18048.65,18082.85,NIFTY 50
NIFTY 50,01 Nov 2022,18130.7,18175.8,18060.15,18145.4,NIFTY 50
NIFTY 50,31 Oct 2022,17910.2,18022.8,17899.9,18012.2,NIFTY 50
NIFTY 50,28 Oct 2022,17756.4,17838.9,17723.7,17786.8,NIFTY 50
NIFTY 50,27 Oct 2022,17771.4,17783.9,17654.5,17736.95,NIFTY 50
NIFTY 50,25 Oct 2022,17808.3,17811.5,17637.0,17656.35,NIFTY 50
NIFTY 50,24 Oct 2022,17736.35,17777.55,17707.4,17730.75,NIFTY 50
NIFTY 50,21 Oct 2022,17622.85,17670.15,17520.75,17576.3,NIFTY 50
NIFTY 50,20 Oct 2022,17423.1,17584.15,17421.0,17563.95,NIFTY 50
NIFTY 50,19 Oct 2022,17568.15,17607.6,17472.85,17512.25,NIFTY 50
NIFTY 50,18 Oct 2022,17438.75,17527.8,17434.05,17486.95,NIFTY 50
NIFTY 50,17 Oct 2022,17144.8,17328.55,17098.55,17311.8,NIFTY 50
NIFTY 50,14 Oct 2022,17322.3,17348.55,17169.75,17185.7,NIFTY 50
NIFTY 50,13 Oct 2022,17087.35,17112.35,16956.95,17014.35,NIFTY 50
NIFTY 50,12 Oct 2022,17025.55,17142.35,16960.05,17123.6,NIFTY 50
NIFTY 50,11 Oct 2022,17256.05,17261.8,16950.3,16983.55,NIFTY 50
NIFTY 50,10 Oct 2022,17094.35,17280.15,17064.7,17241.0,NIFTY 50
NIFTY 50,07 Oct 2022,17287.2,17337.35,17216.95,17314.65,NIFTY 50
NIFTY 50,06 Oct 2022,17379.25,17428.8,17315.65,17331.8,NIFTY 50
NIFTY 50,04 Oct 2022,17147.45,17287.3,17117.3,17274.3,NIFTY 50
NIFTY 50,03 Oct 2022,17102.1,17114.65,16855.55,16887.35,NIFTY 50
NIFTY 50,30 Sep 2022,16798.05,17187.1,16747.7,17094.35,NIFTY 50
NIFTY 50,29 Sep 2022,16993.6,17026.05,16788.6,16818.1,NIFTY 50
NIFTY 50,28 Sep 2022,16870.55,17037.6,16820.4,16858.6,NIFTY 50
NIFTY 50,27 Sep 2022,17110.9,17176.45,16942.35,17007.4,NIFTY 50
NIFTY 50,26 Sep 2022,17156.3,17196.4,16978.3,17016.3,NIFTY 50
NIFTY 50,23 Sep 2022,17593.85,17642.15,17291.65,17327.35,NIFTY 50
NIFTY 50,22 Sep 2022,17609.65,17722.75,17532.45,17629.8,NIFTY 50
NIFTY 50,21 Sep 2022,17766.35,17838.7,17663.6,17718.35,NIFTY 50
NIFTY 50,20 Sep 2022,17770.4,17919.3,17744.4,17816.25,NIFTY 50
NIFTY 50,19 Sep 2022,17540.65,17667.2,17429.7,17622.25,NIFTY 50
NIFTY 50,16 Sep 2022,17796.8,17820.05,17497.25,17530.85,NIFTY 50
NIFTY 50,15 Sep 2022,18046.35,18096.15,17861.5,17877.4,NIFTY 50
NIFTY 50,14 Sep 2022,17771.15,18091.55,17771.15,18003.75,NIFTY 50
NIFTY 50,13 Sep 2022,18044.45,18088.3,18015.45,18070.05,NIFTY 50
NIFTY 50,12 Sep 2022,17890.85,17980.55,17889.15,17936.35,NIFTY 50
NIFTY 50,09 Sep 2022,17923.35,17925.95,17786.0,17833.35,NIFTY 50
NIFTY 50,08 Sep 2022,17748.15,17807.65,17691.95,17798.75,NIFTY 50
NIFTY 50,07 Sep 2022,17519.4,17650.75,17484.3,17624.4,NIFTY 50
NIFTY 50,06 Sep 2022,17695.7,17764.65,17587.65,17655.6,NIFTY 50
NIFTY 50,05 Sep 2022,17546.45,17683.15,17540.35,17665.8,NIFTY 50
NIFTY 50,02 Sep 2022,17598.4,17643.85,17476.45,17539.45,NIFTY 50
NIFTY 50,01 Sep 2022,17485.7,17695.6,17468.45,17542.8,NIFTY 50
NIFTY 50,30 Aug 2022,17414.95,17777.65,17401.5,17759.3,NIFTY 50
NIFTY 50,29 Aug 2022,17188.65,17380.15,17166.2,17312.9,NIFTY 50
NIFTY 50,26 Aug 2022,17619.3,17685.85,17519.35,17558.9,NIFTY 50
NIFTY 50,25 Aug 2022,17679.0,17726.5,17487.45,17522.45,NIFTY 50
NIFTY 50,24 Aug 2022,17525.45,17623.65,17499.25,17604.95,NIFTY 50
NIFTY 50,23 Aug 2022,17357.35,17625.55,17345.2,17577.5,NIFTY 50
NIFTY 50,22 Aug 2022,17682.9,17690.05,17467.35,17490.7,NIFTY 50
NIFTY 50,19 Aug 2022,17966.55,17992.2,17710.75,17758.45,NIFTY 50
NIFTY 50,18 Aug 2022,17898.65,17968.45,17852.05,17956.5,NIFTY 50
NIFTY 50,17 Aug 2022,17868.15,17965.95,17833.35,17944.25,NIFTY 50
NIFTY 50,16 Aug 2022,17797.2,17839.1,17764.05,17825.25,NIFTY 50
NIFTY 50,12 Aug 2022,17659.65,17724.65,17597.85,17698.15,NIFTY 50
NIFTY 50,11 Aug 2022,17711.65,17719.3,17631.95,17659.0,NIFTY 50
NIFTY 50,10 Aug 2022,17566.1,17566.1,17442.8,17534.75,NIFTY 50
NIFTY 50,08 Aug 2022,17401.5,17548.8,17359.75,17525.1,NIFTY 50
NIFTY 50,05 Aug 2022,17423.65,17474.4,17348.75,17397.5,NIFTY 50
NIFTY 50,04 Aug 2022,17463.1,17490.7,17161.25,17382.0,NIFTY 50
NIFTY 50,03 Aug 2022,17349.25,17407.5,17225.85,17388.15,NIFTY 50
NIFTY 50,02 Aug 2022,17310.15,17390.15,17215.85,17345.45,NIFTY 50
NIFTY 50,01 Aug 2022,17243.2,17356.25,17154.8,17340.05,NIFTY 50
NIFTY 50,29 Jul 2022,17079.5,17172.8,17018.15,17158.25,NIFTY 50
NIFTY 50,28 Jul 2022,16774.85,16947.65,16746.25,16929.6,NIFTY 50
NIFTY 50,27 Jul 2022,16475.35,16653.45,16438.75,16641.8,NIFTY 50
NIFTY 50,26 Jul 2022,16632.9,16636.1,16463.3,16483.85,NIFTY 50
NIFTY 50,25 Jul 2022,16662.55,16706.05,16564.25,16631.0,NIFTY 50
NIFTY 50,22 Jul 2022,16661.25,16752.25,16610.9,16719.45,NIFTY 50
NIFTY 50,21 Jul 2022,16523.55,16626.95,16483.9,16605.25,NIFTY 50
NIFTY 50,20 Jul 2022,16562.8,16588.0,16490.95,16520.85,NIFTY 50
NIFTY 50,19 Jul 2022,16187.05,16359.5,16187.05,16340.55,NIFTY 50
NIFTY 50,18 Jul 2022,16151.4,16287.95,16142.2,16278.5,NIFTY 50
NIFTY 50,15 Jul 2022,16010.8,16066.95,15927.3,16049.2,NIFTY 50
NIFTY 50,14 Jul 2022,16018.85,16070.85,15858.2,15938.65,NIFTY 50
NIFTY 50,13 Jul 2022,16128.2,16140.0,15950.15,15966.65,NIFTY 50
NIFTY 50,12 Jul 2022,16126.2,16158.75,16031.15,16058.3,NIFTY 50
