Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,31 Dec 2024,23560.6,23689.85,23460.45,23644.8,NIFTY 50
NIFTY 50,30 Dec 2024,23796.9,23915.35,23599.3,23644.9,NIFTY 50
NIFTY 50,27 Dec 2024,23801.4,23938.85,23800.6,23813.4,NIFTY 50
NIFTY 50,26 Dec 2024,23775.8,23854.5,23653.6,23750.2,NIFTY 50
NIFTY 50,24 Dec 2024,23769.1,23867.65,23685.15,23727.65,NIFTY 50
NIFTY 50,23 Dec 2024,23738.2,23869.55,23647.2,23753.45,NIFTY 50
NIFTY 50,20 Dec 2024,23960.7,24065.8,23537.35,23587.5,NIFTY 50
NIFTY 50,19 Dec 2024,23877.15,24004.9,23870.3,23951.7,NIFTY 50
NIFTY 50,18 Dec 2024,24297.95,24394.45,24149.85,24198.85,NIFTY 50
NIFTY 50,17 Dec 2024,24584.8,24624.1,24303.45,24336.0,NIFTY 50
NIFTY 50,16 Dec 2024,24753.4,24781.25,24601.75,24668.25,NIFTY 50
NIFTY 50,13 Dec 2024,24498.35,24792.3,24180.8,24768.3,NIFTY 50
NIFTY 50,12 Dec 2024,24604.45,24675.25,24527.95,24548.7,NIFTY 50
NIFTY 50,11 Dec 2024,24620.5,24691.75,24583.85,24641.8,NIFTY 50
NIFTY 50,10 Dec 2024,24652.65,24677.8,24510.65,24610.05,NIFTY 50
NIFTY 50,09 Dec 2024,24633.9,24705.0,24580.05,24619.0,NIFTY 50
NIFTY 50,06 Dec 2024,24729.45,24751.05,24620.5,24677.8,NIFTY 50
NIFTY 50,05 Dec 2024,24539.15,24857.75,24295.55,24708.4,NIFTY 50
NIFTY 50,04 Dec 2024,24488.75,24573.2,24366.3,24467.45,NIFTY 50
NIFTY 50,03 Dec 2024,24367.5,24481.35,24280.0,24457.15,NIFTY 50
NIFTY 50,02 Dec 2024,24140.85,24301.7,24008.65,24276.05,NIFTY 50
NIFTY 50,29 Nov 2024,23927.15,24188.45,23927.15,24131.1,NIFTY 50
NIFTY 50,28 Nov 2024,24274.15,24345.75,23873.35,23914.15,NIFTY 50
NIFTY 50,27 Nov 2024,24204.8,24354.55,24145.65,24274.9,NIFTY 50
NIFTY 50,26 Nov 2024,24343.3,24343.3,24125.4,24194.5,NIFTY 50
NIFTY 50,25 Nov 2024,24253.55,24351.55,24135.45,24221.9,NIFTY 50
NIFTY 50,22 Nov 2024,23411.8,23956.1,23359.0,23907.25,NIFTY 50
NIFTY 50,21 Nov 2024,23488.45,23507.3,23263.15,23349.9,NIFTY 50
NIFTY 50,19 Nov 2024,23529.55,23780.65,23464.8,23518.5,NIFTY 50
NIFTY 50,18 Nov 2024,23605.3,23606.8,23350.4,23453.8,NIFTY 50
NIFTY 50,14 Nov 2024,23542.15,23675.9,23484.15,23532.7,NIFTY 50
NIFTY 50,13 Nov 2024,23822.45,23873.6,23509.6,23559.05,NIFTY 50
NIFTY 50,12 Nov 2024,24225.8,24242.0,23839.15,23883.45,NIFTY 50
NIFTY 50,11 Nov 2024,24087.25,24336.8,24004.6,24141.3,NIFTY 50
NIFTY 50,08 Nov 2024,24207.7,24276.15,24066.65,24148.2,NIFTY 50
NIFTY 50,07 Nov 2024,24489.6,24503.35,24179.05,24199.35,NIFTY 50
NIFTY 50,06 Nov 2024,24308.75,24537.6,24204.05,24484.05,NIFTY 50
NIFTY 50,05 Nov 2024,23916.5,24229.05,23842.75,24213.3,NIFTY 50
NIFTY 50,04 Nov 2024,24315.75,24316.75,23816.15,23995.35,NIFTY 50
NIFTY 50,01 Nov 2024,24302.75,24368.25,24280.2,24304.35,NIFTY 50
NIFTY 50,31 Oct 2024,24349.85,24372.45,24172.6,24205.35,NIFTY 50
NIFTY 50,30 Oct 2024,24371.45,24498.2,24307.3,24340.85,NIFTY 50
NIFTY 50,29 Oct 2024,24328.85,24484.5,24140.85,24466.85,NIFTY 50
NIFTY 50,28 Oct 2024,24251.1,24492.6,24134.9,24339.15,NIFTY 50
NIFTY 50,25 Oct 2024,24418.05,24440.25,24073.9,24180.8,NIFTY 50
NIFTY 50,24 Oct 2024,24412.7,24480.65,24341.2,24399.4,NIFTY 50
NIFTY 50,23 Oct 2024,24378.15,24604.25,24378.1,24435.5,NIFTY 50
NIFTY 50,22 Oct 2024,24798.65,24882.0,24445.8,24472.1,NIFTY 50
NIFTY 50,21 Oct 2024,24956.15,24978.3,24679.6,24781.1,NIFTY 50
NIFTY 50,18 Oct 2024,24664.95,24886.2,24567.65,24854.05,NIFTY 50
NIFTY 50,17 Oct 2024,25027.4,25029.5,24728.9,24749.85,NIFTY 50
NIFTY 50,16 Oct 2024,25008.55,25093.4,24908.45,24971.3,NIFTY 50
NIFTY 50,15 Oct 2024,25186.3,25212.05,25008.15,25057.35,NIFTY 50
NIFTY 50,14 Oct 2024,25023.45,25159.75,25017.5,25127.95,NIFTY 50
NIFTY 50,11 Oct 2024,24985.3,25028.65,24920.05,24964.25,NIFTY 50
NIFTY 50,10 Oct 2024,25067.05,25134.05,24979.4,24998.45,NIFTY 50
NIFTY 50,09 Oct 2024,25065.8,25234.05,24947.7,24981.95,NIFTY 50
NIFTY 50,08 Oct 2024,24832.2,25044.0,24756.8,25013.15,NIFTY 50
NIFTY 50,07 Oct 2024,25084.1,25143.0,24694.35,24795.75,NIFTY 50
NIFTY 50,04 Oct 2024,25181.9,25485.05,24966.8,25014.6,NIFTY 50
NIFTY 50,03 Oct 2024,25452.85,25639.45,25230.3,25250.1,NIFTY 50
NIFTY 50,01 Oct 2024,25788.45,25907.6,25739.2,25796.9,NIFTY 50
NIFTY 50,30 Sep 2024,26061.3,26134.7,25794.1,25810.85,NIFTY 50
NIFTY 50,27 Sep 2024,26248.25,26277.35,26151.4,26178.95,NIFTY 50
NIFTY 50,26 Sep 2024,26005.4,26250.9,25998.4,26216.05,NIFTY 50
NIFTY 50,25 Sep 2024,25899.45,26032.8,25871.35,26004.15,NIFTY 50
NIFTY 50,24 Sep 2024,25921.45,26011.55,25886.85,25940.4,NIFTY 50
NIFTY 50,23 Sep 2024,25872.55,25956.0,25847.35,25939.05,NIFTY 50
NIFTY 50,20 Sep 2024,25525.95,25849.25,25426.6,25790.95,NIFTY 50
NIFTY 50,19 Sep 2024,25487.05,25611.95,25376.05,25415.8,NIFTY 50
NIFTY 50,18 Sep 2024,25402.4,25482.2,25285.55,25377.55,NIFTY 50
NIFTY 50,17 Sep 2024,25416.9,25441.65,25352.25,25418.55,NIFTY 50
NIFTY 50,16 Sep 2024,25406.65,25445.7,25336.2,25383.75,NIFTY 50
NIFTY 50,13 Sep 2024,25430.45,25430.5,25292.45,25356.5,NIFTY 50
NIFTY 50,12 Sep 2024,25059.65,25433.35,24941.45,25388.9,NIFTY 50
NIFTY 50,11 Sep 2024,25034.0,25113.7,24885.15,24918.45,NIFTY 50
NIFTY 50,10 Sep 2024,24999.4,25130.5,24896.8,25041.1,NIFTY 50
NIFTY 50,09 Sep 2024,24823.4,24957.5,24753.15,24936.4,NIFTY 50
NIFTY 50,06 Sep 2024,25093.7,25168.75,24801.3,24852.15,NIFTY 50
NIFTY 50,05 Sep 2024,25250.5,25275.45,25127.75,25145.1,NIFTY 50
NIFTY 50,04 Sep 2024,25089.95,25216.0,25083.8,25198.7,NIFTY 50
NIFTY 50,03 Sep 2024,25313.4,25321.7,25235.8,25279.85,NIFTY 50
NIFTY 50,02 Sep 2024,25333.6,25333.65,25235.5,25278.7,NIFTY 50
NIFTY 50,30 Aug 2024,25249.7,25268.35,25199.4,25235.9,NIFTY 50
NIFTY 50,29 Aug 2024,25035.3,25192.9,24998.5,25151.95,NIFTY 50
NIFTY 50,28 Aug 2024,25030.8,25129.6,24964.65,25052.35,NIFTY 50
NIFTY 50,27 Aug 2024,25024.8,25073.1,24973.65,25017.75,NIFTY 50
NIFTY 50,26 Aug 2024,24906.1,25043.8,24874.7,25010.6,NIFTY 50
NIFTY 50,23 Aug 2024,24845.4,24858.4,24771.65,24823.15,NIFTY 50
NIFTY 50,22 Aug 2024,24863.4,24867.35,24784.45,24811.5,NIFTY 50
NIFTY 50,21 Aug 2024,24680.55,24787.95,24654.5,24770.2,NIFTY 50
NIFTY 50,20 Aug 2024,24648.9,24734.3,24607.2,24698.85,NIFTY 50
NIFTY 50,19 Aug 2024,24636.35,24638.8,24522.95,24572.65,NIFTY 50
NIFTY 50,16 Aug 2024,24334.85,24563.9,24204.5,24541.15,NIFTY 50
NIFTY 50,14 Aug 2024,24184.4,24196.5,24099.7,24143.75,NIFTY 50
NIFTY 50,13 Aug 2024,24342.35,24359.95,24116.5,24139.0,NIFTY 50
NIFTY 50,12 Aug 2024,24320.05,24472.8,24212.1,24347.0,NIFTY 50
NIFTY 50,09 Aug 2024,24386.85,24419.75,24311.2,24367.5,NIFTY 50
NIFTY 50,08 Aug 2024,24248.55,24340.5,24079.7,24117.0,NIFTY 50
NIFTY 50,07 Aug 2024,24289.4,24337.7,24184.9,24297.5,NIFTY 50
NIFTY 50,06 Aug 2024,24189.85,24382.6,23960.4,23992.55,NIFTY 50
NIFTY 50,05 Aug 2024,24302.85,24350.05,23893.7,24055.6,NIFTY 50
NIFTY 50,02 Aug 2024,24789.0,24851.9,24686.85,24717.7,NIFTY 50
NIFTY 50,01 Aug 2024,25030.95,25078.3,24956.4,25010.9,NIFTY 50
NIFTY 50,31 Jul 2024,24886.7,24984.6,24856.5,24951.15,NIFTY 50
NIFTY 50,30 Jul 2024,24839.4,24971.75,24798.65,24857.3,NIFTY 50
NIFTY 50,29 Jul 2024,24943.3,24999.75,24774.6,24836.1,NIFTY 50
NIFTY 50,26 Jul 2024,24423.35,24861.15,24410.9,24834.85,NIFTY 50
NIFTY 50,25 Jul 2024,24230.95,24426.15,24210.8,24406.1,NIFTY 50
NIFTY 50,24 Jul 2024,24444.95,24504.25,24307.25,24413.5,NIFTY 50
NIFTY 50,23 Jul 2024,24568.9,24582.55,24074.2,24479.05,NIFTY 50
NIFTY 50,22 Jul 2024,24445.75,24595.2,24362.3,24509.25,NIFTY 50
NIFTY 50,19 Jul 2024,24853.8,24854.8,24508.15,24530.9,NIFTY 50
NIFTY 50,18 Jul 2024,24543.8,24837.75,24504.45,24800.85,NIFTY 50
NIFTY 50,16 Jul 2024,24615.9,24661.25,24587.65,24613.0,NIFTY 50
NIFTY 50,15 Jul 2024,24587.6,24635.05,24522.75,24586.7,NIFTY 50
NIFTY 50,12 Jul 2024,24387.95,24592.2,24331.15,24502.15,NIFTY 50
NIFTY 50,11 Jul 2024,24396.55,24402.65,24193.75,24315.95,NIFTY 50
NIFTY 50,10 Jul 2024,24459.85,24461.05,24141.8,24324.45,NIFTY 50
