Index Name,Date,Open,High,Low,Close,index_name
NIFTY 50,24 Mar 2026,22878.45,23057.3,22624.2,22912.4,NIFTY 50
NIFTY 50,23 Mar 2026,22824.35,22851.7,22471.25,22512.65,NIFTY 50
NIFTY 50,20 Mar 2026,23110.15,23345.15,23067.6,23114.5,NIFTY 50
NIFTY 50,19 Mar 2026,23197.75,23378.7,22930.35,23002.15,NIFTY 50
NIFTY 50,18 Mar 2026,23632.9,23862.25,23618.45,23777.8,NIFTY 50
NIFTY 50,17 Mar 2026,23493.2,23656.8,23346.6,23581.15,NIFTY 50
NIFTY 50,16 Mar 2026,23116.1,23502.0,22955.25,23408.8,NIFTY 50
NIFTY 50,13 Mar 2026,23462.5,23492.4,23112.0,23151.1,NIFTY 50
NIFTY 50,12 Mar 2026,23674.85,23833.15,23556.3,23639.15,NIFTY 50
NIFTY 50,11 Mar 2026,24231.85,24299.0,23834.3,23866.85,NIFTY 50
NIFTY 50,10 Mar 2026,24280.8,24303.8,24079.95,24261.6,NIFTY 50
NIFTY 50,09 Mar 2026,23868.05,24078.15,23697.8,24028.05,NIFTY 50
NIFTY 50,06 Mar 2026,24656.4,24700.8,24415.75,24450.45,NIFTY 50
NIFTY 50,05 Mar 2026,24615.95,24854.2,24529.4,24765.9,NIFTY 50
NIFTY 50,04 Mar 2026,24388.8,24602.45,24305.4,24480.5,NIFTY 50
NIFTY 50,02 Mar 2026,24659.25,24989.35,24603.5,24865.7,NIFTY 50
NIFTY 50,27 Feb 2026,25459.85,25476.4,25141.3,25178.65,NIFTY 50
NIFTY 50,26 Feb 2026,25556.3,25572.95,25400.95,25496.55,NIFTY 50
NIFTY 50,25 Feb 2026,25512.6,25652.6,25428.2,25482.5,NIFTY 50
NIFTY 50,24 Feb 2026,25641.8,25641.8,25327.6,25424.65,NIFTY 50
NIFTY 50,23 Feb 2026,25678.4,25771.45,25609.35,25713.0,NIFTY 50
NIFTY 50,20 Feb 2026,25406.55,25663.55,25379.75,25571.25,NIFTY 50
NIFTY 50,19 Feb 2026,25873.35,25885.3,25388.75,25454.35,NIFTY 50
NIFTY 50,18 Feb 2026,25752.65,25828.05,25645.15,25819.35,NIFTY 50
NIFTY 50,17 Feb 2026,25637.95,25764.4,25570.3,25725.4,NIFTY 50
NIFTY 50,16 Feb 2026,25423.6,25697.0,25372.7,25682.75,NIFTY 50
NIFTY 50,13 Feb 2026,25571.15,25630.35,25444.3,25471.1,NIFTY 50
NIFTY 50,12 Feb 2026,25906.7,25906.7,25752.4,25807.2,NIFTY 50
NIFTY 50,11 Feb 2026,25997.45,26009.4,25899.8,25953.85,NIFTY 50
NIFTY 50,10 Feb 2026,25922.65,25989.45,25870.45,25935.15,NIFTY 50
NIFTY 50,09 Feb 2026,25888.7,25922.25,25780.9,25867.3,NIFTY 50
NIFTY 50,06 Feb 2026,25605.8,25703.95,25491.9,25693.7,NIFTY 50
NIFTY 50,05 Feb 2026,25755.9,25757.65,25579.5,25642.8,NIFTY 50
NIFTY 50,04 Feb 2026,25675.05,25818.55,25563.95,25776.0,NIFTY 50
NIFTY 50,03 Feb 2026,26308.05,26341.2,25641.3,25727.55,NIFTY 50
NIFTY 50,02 Feb 2026,24796.5,25108.1,24679.4,25088.4,NIFTY 50
NIFTY 50,01 Feb 2026,25333.75,25440.9,24571.75,24825.45,NIFTY 50
NIFTY 50,30 Jan 2026,25247.55,25370.7,25213.65,25320.65,NIFTY 50
NIFTY 50,29 Jan 2026,25345.0,25458.15,25159.8,25418.9,NIFTY 50
NIFTY 50,28 Jan 2026,25258.85,25372.1,25187.65,25342.75,NIFTY 50
NIFTY 50,27 Jan 2026,25063.35,25246.65,24932.55,25175.4,NIFTY 50
NIFTY 50,23 Jan 2026,25344.6,25347.95,25025.3,25048.65,NIFTY 50
NIFTY 50,22 Jan 2026,25344.15,25435.75,25168.5,25289.9,NIFTY 50
NIFTY 50,21 Jan 2026,25141.0,25300.95,24919.8,25157.5,NIFTY 50
NIFTY 50,20 Jan 2026,25580.3,25585.0,25171.35,25232.5,NIFTY 50
NIFTY 50,19 Jan 2026,25653.1,25653.3,25494.35,25585.5,NIFTY 50
NIFTY 50,16 Jan 2026,25696.05,25873.5,25662.4,25694.35,NIFTY 50
NIFTY 50,14 Jan 2026,25648.55,25791.75,25603.95,25665.6,NIFTY 50
NIFTY 50,13 Jan 2026,25897.35,25899.8,25603.3,25732.3,NIFTY 50
NIFTY 50,12 Jan 2026,25669.05,25813.15,25473.4,25790.25,NIFTY 50
NIFTY 50,09 Jan 2026,25840.4,25940.6,25623.0,25683.3,NIFTY 50
NIFTY 50,08 Jan 2026,26106.5,26133.2,25858.45,25876.85,NIFTY 50
NIFTY 50,07 Jan 2026,26143.1,26187.15,26067.9,26140.75,NIFTY 50
NIFTY 50,06 Jan 2026,26189.7,26273.95,26124.75,26178.7,NIFTY 50
NIFTY 50,05 Jan 2026,26333.7,26373.2,26210.05,26250.3,NIFTY 50
NIFTY 50,02 Jan 2026,26155.1,26340.0,26118.4,26328.55,NIFTY 50
NIFTY 50,01 Jan 2026,26173.3,26197.55,26113.4,26146.55,NIFTY 50
NIFTY 100,24 Mar 2026,23489.5,23654.75,23192.55,23499.3,NIFTY 100
NIFTY 100,23 Mar 2026,23478.8,23504.2,23054.3,23098.25,NIFTY 100
NIFTY 100,20 Mar 2026,23773.25,24021.75,23725.05,23766.1,NIFTY 100
NIFTY 100,19 Mar 2026,23890.1,24043.4,23575.15,23651.95,NIFTY 100
NIFTY 100,18 Mar 2026,24293.2,24529.6,24283.65,24446.45,NIFTY 100
NIFTY 100,17 Mar 2026,24143.8,24310.7,23992.7,24237.8,NIFTY 100
NIFTY 100,16 Mar 2026,23814.95,24155.85,23608.95,24055.4,NIFTY 100
NIFTY 100,13 Mar 2026,24205.75,24237.0,23810.8,23849.25,NIFTY 100
NIFTY 100,12 Mar 2026,24386.55,24564.7,24235.7,24375.1,NIFTY 100
NIFTY 100,11 Mar 2026,24941.6,25020.5,24538.8,24574.55,NIFTY 100
NIFTY 100,10 Mar 2026,24955.6,25001.95,24753.05,24957.8,NIFTY 100
NIFTY 100,09 Mar 2026,24556.75,24733.15,24338.75,24685.65,NIFTY 100
NIFTY 100,06 Mar 2026,25316.2,25375.2,25101.7,25134.9,NIFTY 100
NIFTY 100,05 Mar 2026,25253.1,25505.1,25175.2,25420.1,NIFTY 100
NIFTY 100,04 Mar 2026,25087.1,25239.2,24961.15,25118.25,NIFTY 100
NIFTY 100,02 Mar 2026,25308.3,25699.55,25288.75,25563.5,NIFTY 100
NIFTY 100,27 Feb 2026,26195.55,26211.45,25861.85,25897.55,NIFTY 100
NIFTY 100,26 Feb 2026,26272.1,26290.35,26113.25,26226.85,NIFTY 100
NIFTY 100,25 Feb 2026,26204.15,26347.35,26131.45,26200.5,NIFTY 100
NIFTY 100,24 Feb 2026,26280.45,26280.45,25988.0,26112.2,NIFTY 100
NIFTY 100,23 Feb 2026,26333.4,26425.25,26249.15,26355.4,NIFTY 100
NIFTY 100,20 Feb 2026,26042.6,26307.4,26017.5,26217.3,NIFTY 100
NIFTY 100,19 Feb 2026,26533.65,26542.7,26022.7,26090.7,NIFTY 100
NIFTY 100,18 Feb 2026,26404.4,26495.2,26302.2,26484.6,NIFTY 100
NIFTY 100,17 Feb 2026,26273.1,26406.15,26214.0,26375.1,NIFTY 100
NIFTY 100,16 Feb 2026,26034.7,26331.3,25981.45,26315.35,NIFTY 100
NIFTY 100,13 Feb 2026,26212.25,26252.8,26063.75,26092.4,NIFTY 100
NIFTY 100,12 Feb 2026,26552.25,26552.25,26381.9,26448.05,NIFTY 100
NIFTY 100,11 Feb 2026,26619.1,26626.15,26524.35,26592.3,NIFTY 100
NIFTY 100,10 Feb 2026,26548.4,26601.05,26488.7,26552.1,NIFTY 100
NIFTY 100,09 Feb 2026,26487.75,26508.15,26380.4,26487.8,NIFTY 100
NIFTY 100,06 Feb 2026,26204.25,26309.25,26069.5,26297.3,NIFTY 100
NIFTY 100,05 Feb 2026,26351.75,26354.05,26182.8,26248.3,NIFTY 100
NIFTY 100,04 Feb 2026,26270.8,26419.9,26129.25,26382.7,NIFTY 100
NIFTY 100,03 Feb 2026,26849.75,26893.85,26216.5,26313.2,NIFTY 100
NIFTY 100,02 Feb 2026,25366.85,25677.05,25212.4,25655.35,NIFTY 100
NIFTY 100,01 Feb 2026,25894.25,26013.0,25105.35,25385.85,NIFTY 100
NIFTY 100,30 Jan 2026,25858.7,25950.2,25785.7,25902.0,NIFTY 100
NIFTY 100,29 Jan 2026,25951.65,26053.9,25765.9,26021.7,NIFTY 100
NIFTY 100,28 Jan 2026,25790.7,25963.25,25766.55,25943.8,NIFTY 100
NIFTY 100,27 Jan 2026,25610.35,25778.05,25452.1,25706.15,NIFTY 100
NIFTY 100,23 Jan 2026,25921.8,25922.9,25541.65,25570.5,NIFTY 100
NIFTY 100,22 Jan 2026,25890.3,26008.4,25739.6,25860.25,NIFTY 100
NIFTY 100,21 Jan 2026,25687.3,25848.65,25443.85,25701.4,NIFTY 100
